Tracking Number,Reference Number(s),Status,Manifest Date,Shipper Name,Shipper City,Shipper State/Province,Shipper Country,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper Postal Code,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z30151R0344276865,00655180|00655180,Delivered,7/14/2017,,MEMPHIS,TN,US,,PORTAGE,WI,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DESK,UPS will Deliver,12:12 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/18/2017,By End Of Day,,,,,,655180,,,,,,,,,NO,,UPS will Pick up,,,,CARPENTER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,JOLENE BALLWEG,,,,53901,,,,7/18/2017,12:12 PM,Prepaid,,655180,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.00 LBS
1Z30151R0344276981,WEB 71117 ELAINE|00654685|WEB 71117 ELAINE|00654685|100011508|MEM0000000932966,Delivered,7/14/2017,,MEMPHIS,TN,US,,TEASDALE,UT,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,MAIL ROOM,UPS will Deliver,5:27 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/20/2017,By End Of Day,12,30,20,,WEB 71117 ELAINE,654685,,100011508,MEM0000000932966,,,,,,NO,,UPS will Pick up,,,,MCARTY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FLUTE SHOP THE,,ELAINE MORRILL,,,,84773,,,,7/19/2017,5:27 PM,Prepaid,WEB 71117 ELAINE,654685,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,26.10 LBS
1Z30151R0344303638,20170712JAC|00654677|20170712JAC|00654677|100011516|MEM0000000932977,Delivered,7/14/2017,,MEMPHIS,TN,US,,NORTH CANTON,OH,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,1:18 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,15,15,15,,20170712JAC,654677,,100011516,MEM0000000932977,,,,,,NO,,UPS will Pick up,,,,LAYDEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ST LUKE LUTHERAN COMMUNITY,,JOANNE COWLEY,,,,44720,,,,7/17/2017,1:18 PM,Prepaid,20170712JAC,654677,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.30 LBS
1Z30151R0344306733,00654682|00654682,Delivered,7/14/2017,,MEMPHIS,TN,US,,FUQUAY VARINA,NC,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,FRONT DESK,UPS will Deliver,3:20 PM,,--,,NO,--,THE RECEIVING BUSINESS WAS CLOSED AT THE TIME OF THE SECOND DELIVERY ATTEMPT. A FINAL ATTEMPT WILL BE MADE.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,,,,,,654682,,,,,,,,,NO,,UPS will Pick up,,,,MULLINS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,RICK MULLEN,,,,27526,,,,7/19/2017,3:20 PM,Prepaid,,654682,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344310120,PHONE KERRY 7/13/17|00655188|PHONE KERRY 7/13/17|00655188|10158198|MEM0000000907273,Delivered,7/14/2017,,MEMPHIS,TN,US,,HUBBARD,OR,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,PORCH,UPS will Deliver,10:35 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/21/2017,By End Of Day,9,35,12,,PHONE KERRY 7/13/17,655188,,10158198,MEM0000000907273,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FRENCH PRAIRIE PERENNIALS,,KERRY NAYLOR,,,,97032,,,,7/21/2017,10:35 AM,Prepaid,PHONE KERRY 7/13/17,655188,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0344313261,WEB 71317 ROBERT|00655190|WEB 71317 ROBERT|00655190|100011542|MEM0000000925093,Delivered,7/14/2017,,MEMPHIS,TN,US,,BREWSTER,MA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,FRONT DESK,UPS will Deliver,11:44 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,12,,7/19/2017,By End Of Day,32,34,2,,WEB 71317 ROBERT,655190,,100011542,MEM0000000925093,,,,,,NO,,UPS will Pick up,,,,ERICA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,WOODWORKS GALLERY,,ROBERT MEIR,1081 MAIN ST,,,26311250,,,,7/19/2017,11:44 AM,Prepaid,WEB 71317 ROBERT,655190,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.80 LBS
1Z30151R0344325374,RB71217ST|00655189|RB71217ST|00655189|10158190|MEM0000000932879,Delivered,7/14/2017,,MEMPHIS,TN,US,,BREWSTER,WA,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,OFFICE,UPS will Deliver,1:58 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/21/2017,By End Of Day,16,18,10,,RB71217ST,655189,,10158190,MEM0000000932879,,,,,,NO,,UPS will Pick up,,,,SHANN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,SWEET T'S,,SHAN MILLER,,,,98812,,,,7/21/2017,1:58 PM,Prepaid,RB71217ST,655189,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.20 LBS
1Z30151R0344334499,75049|00655184|75049|00655184|10158160|MEM0000000907292,Delivered,7/14/2017,,MEMPHIS,TN,US,,HAMPTON BAYS,NY,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DESK,UPS will Deliver,1:05 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,28,26,5,,75049,655184,,10158160,MEM0000000907292,,,,,,NO,,UPS will Pick up,,,,FORTE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARETT - HAMPTON NURSERY & LANDSCAPE,,ATTN: GIFT BUYER,,,,11946,,,,7/18/2017,1:05 PM,Prepaid,75049,655184,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.00 LBS
1Z30151R0344341954,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925165,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,12,31,11,,WEB MYA 71017,654698,,100011478,MEM0000000925165,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0344345727,654905,Delivered,7/14/2017,,MEMPHIS,TN,US,,ELGIN,TX,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DOOR,UPS will Deliver,3:39 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,20,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TUNYO ENTERPRISES,,HOWARD COFFMAN,PO BOX 1147,,,78621,,,,7/18/2017,3:39 PM,Prepaid,,654905,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.00 LBS
1Z30151R0344374857,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925157,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,5,37,11,,WEB MYA 71017,654698,,100011478,MEM0000000925157,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.60 LBS
1Z30151R0344390786,654684,Delivered,7/14/2017,,MEMPHIS,TN,US,,SOUTH MILWAUKEE,WI,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,576868,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,OFFICE,UPS will Deliver,1:03 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,KOSTUCH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,AUDEY KOSTUCH,,,,53172,,,,7/17/2017,1:03 PM,Third Party Billing,,654684,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.00 LBS
1Z30151R0344394095,0,Delivered,7/14/2017,,MEMPHIS,TN,US,,VENTURA,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,11:38 AM,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DAVID,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,GREEN THUMB- VENTURA,,,,,,93003,,,,7/19/2017,11:38 AM,Prepaid,,,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.00 LBS
1Z30151R0344394522,1056-1221|00655177|1056-1221|00655177|10158167|MEM0000000940729,Delivered,7/14/2017,,MEMPHIS,TN,US,,ST JOSEPH,MI,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,INSIDE DELIV,UPS will Deliver,9:37 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/18/2017,By End Of Day,9,12,12,,1056-1221,655177,,10158167,MEM0000000940729,,,,,,NO,,UPS will Pick up,,,,CRONK,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,LAKELAND MEDICAL CENTER,,PAMELA NAPER,1234 NAPIER AVE,,,49085,,,,7/18/2017,9:37 AM,Prepaid,1056-1221,655177,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.40 LBS
1Z30151R0344395343,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925164,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,11,31,11,,WEB MYA 71017,654698,,100011478,MEM0000000925164,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0344405966,FAX TODD 7/12/17|00655185|FAX TODD 7/12/17|00655185|10158201|MEM0000000907284,Delivered,7/14/2017,,MEMPHIS,TN,US,,VANCOUVER,WA,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,RECEIVER,UPS will Deliver,10:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/21/2017,By End Of Day,28,31,4,,FAX TODD 7/12/17,655185,,10158201,MEM0000000907284,,,,,,NO,,UPS will Pick up,,,,SAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,BACKYARD BIRD SHOP,,DEBRAH & TODD KAPRAL,,,,98662,,,,7/21/2017,10:41 AM,Prepaid,FAX TODD 7/12/17,655185,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344419602,230-3608|00655182|230-3608|00655182|10158166|MEM0000000925079,Delivered,7/14/2017,,MEMPHIS,TN,US,,FRANKENMUTH,MI,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEIVER,UPS will Deliver,11:19 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/18/2017,By End Of Day,12,30,20,,230-3608,655182,,10158166,MEM0000000925079,,,,,,NO,,UPS will Pick up,,,,SAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,COVERED BRIDGE GIFT OME,,BOBBI JORUIZ,925 SOUTH MAIN ST #H1,,,48734,,,,7/18/2017,11:19 AM,Prepaid,230-3608,655182,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.80 LBS
1Z30151R0344466007,3P354|00654767|3P354|00654767|10157106|MEM0000000932939,Delivered,7/14/2017,,MEMPHIS,TN,US,,THOUSAND OAKS,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,12:28 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/20/2017,By End Of Day,32,50,3,,3P354,654767,,10157106,MEM0000000932939,,,,,,NO,,UPS will Pick up,,,,HUFFMAN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARMSTRONG GARDEN CENTERS INC,,GIFT BUYER,,,,91360,,,,7/19/2017,12:28 PM,Prepaid,3P354,654767,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.20 LBS
1Z30151R0344470396,RP DAMAGED|00655279|RP DAMAGED|00655279|10158215|MEM0000000932859,Delivered,7/14/2017,,MEMPHIS,TN,US,,COEUR D ALENE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DOOR,UPS will Deliver,1:31 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,7,18,7,,RP DAMAGED,655279,,10158215,MEM0000000932859,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,AMY MILACEK,,AMY MILACEK,,,,83815,,,,7/20/2017,1:31 PM,Prepaid,RP DAMAGED,655279,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.60 LBS
1Z30151R0344472072,PHONE KERRY 7/13/17|00655188|PHONE KERRY 7/13/17|00655188|10158198|MEM0000000907268,Delivered,7/14/2017,,MEMPHIS,TN,US,,HUBBARD,OR,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,PORCH,UPS will Deliver,10:35 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/21/2017,By End Of Day,9,35,12,,PHONE KERRY 7/13/17,655188,,10158198,MEM0000000907268,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FRENCH PRAIRIE PERENNIALS,,KERRY NAYLOR,,,,97032,,,,7/21/2017,10:35 AM,Prepaid,PHONE KERRY 7/13/17,655188,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0344473482,WEB 71317 ROBERT|00655190|WEB 71317 ROBERT|00655190|100011542|MEM0000000925095,Delivered,7/14/2017,,MEMPHIS,TN,US,,BREWSTER,MA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,FRONT DESK,UPS will Deliver,11:44 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,12,,7/19/2017,By End Of Day,21,23,10,,WEB 71317 ROBERT,655190,,100011542,MEM0000000925095,,,,,,NO,,UPS will Pick up,,,,ERICA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,WOODWORKS GALLERY,,ROBERT MEIR,1081 MAIN ST,,,26311250,,,,7/19/2017,11:44 AM,Prepaid,WEB 71317 ROBERT,655190,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.30 LBS
1Z30151R0344498045,20170712JAC|00654677|20170712JAC|00654677|100011516|MEM0000000932978,Delivered,7/14/2017,,MEMPHIS,TN,US,,NORTH CANTON,OH,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,1:18 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,9,18,17,,20170712JAC,654677,,100011516,MEM0000000932978,,,,,,NO,,UPS will Pick up,,,,LAYDEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ST LUKE LUTHERAN COMMUNITY,,JOANNE COWLEY,,,,44720,,,,7/17/2017,1:18 PM,Prepaid,20170712JAC,654677,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.80 LBS
1Z30151R0344500657,230-3608|00655182|230-3608|00655182|10158166|MEM0000000925083,Delivered,7/14/2017,,MEMPHIS,TN,US,,FRANKENMUTH,MI,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEIVER,UPS will Deliver,11:19 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/18/2017,By End Of Day,18,20,12,,230-3608,655182,,10158166,MEM0000000925083,,,,,,NO,,UPS will Pick up,,,,SAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,COVERED BRIDGE GIFT OME,,BOBBI JORUIZ,925 SOUTH MAIN ST #H1,,,48734,,,,7/18/2017,11:19 AM,Prepaid,230-3608,655182,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.60 LBS
